file,model,source,condition,locality,reference,hypothesis,latency_s
01-03176-02,sarvam,gramvaani,telephony,N/A,जाने वाले रोड का पक्कीकरण व सौन्दर्यकरण किया जाएगा मौके पर आदिवासी विकास मंच के प्रवक्ता उमित सोरेन,जाने वाले रोड का पक्कीकरण व सौंदर्यीकरण किया जाएगा। मौके पर आदिवासी विकास मंच के प्रवक्ता उमेद सोरेन।,2.501
01-06865-02,sarvam,gramvaani,telephony,N/A,बजे तो सुनना न भूलें लें जनता की रिपोर्ट हर शाम पाँच बजे बजे आपके मोबाइल वाणी पर ध धन्यवाद,बजे तो सुनना ना भूलें। जनता की रिपोर्ट हर शाम पाँच बजे आपके मोबाइल वाणी पर। धन्यवाद।,2.582
01-06596-02,sarvam,gramvaani,telephony,N/A,किसानो को बोनस नहीं दी दी इस तरह बिहार के किसानो किसानो की आर्थिक स्थिति स्थिति अन्य राज्यों की तुलना में काफी दयनीय है इसके लिए यह सरकार काफी जिम्मेवार है धन्यवाद,किसानों को बोनस नहीं दी। इस तरह बिहार के किसानों की आर्थिक स्थिति अन्य राज्यों की तुलना में काफी दयनीय है। इसके लिए यह सरकार काफी जिम्मेवार है। धन्यवाद।,2.602
01-04132-03,sarvam,gramvaani,telephony,N/A,वन डब ऐट डबल जीरो द्वारा सोलह मार्च दो हजार सोलह को अनुसूचित जाती का प्रमाणपत्र हासिल कर चुनाव में आरक्षण का फायदा ले लिया श्री,वन एट डबल जीरो द्वारा सोलह मार्च दो हज़ार सोलह को अनुसूचित जाति का प्रमाणपत्र हासिल कर चुनाव में आरक्षण का फायदा ले लिया श्री।,3.214
01-11742-01,sarvam,gramvaani,telephony,N/A,कर्मचारी राज्य बीमा योजना ना तथा एन पी एस के पास नए सदस्यों के नामांकन पर आधारित हैं हैं रिपोर्ट के अनुसार सितम्बर दो हज़ार सतरह से,कर्मचारी राज्य बीमा योजना तथा एनपीएस के पास नए सदस्यों के नामांकन पर आधारित है। रिपोर्ट के अनुसार सितंबर 2017 से,2.745
01-05071-03,sarvam,gramvaani,telephony,N/A,एक ऐसा कुछ अधिकर्मियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो जरूरी नहीं है कि पूरे मध्य प्रदेश में हमारे सभी किसानों ने बीमा,कि ऐसा कुछ अधिकारियों की गलती मान लो चाहे कुछ किसानों की गलती मान लो तो जरूरी नहीं है कि पूरे मध्य प्रदेश हमारे सभी किसानों ने बीमा।,2.655
13-00272-06,sarvam,gramvaani,telephony,N/A,में की बोली गयी है कि बारह बजे दिन से से दो बजे तक ही ताजिया,अपील में कि बोली गई है कि बारह बजे दिन से दो बजे तक ताजिया।,2.509
01-12107-01,sarvam,gramvaani,telephony,N/A,ने छात्र को को इस आधार पर अनुमति दी है कि उसने दो हज़ार अठारह रा राष्ट्रीय पात्रता एवं प्रवेश परीक्षा क्षा असक्षम लोगों के वर्ग में पास की है,ने छात्र को इस आधार पर अनुमति दी है कि उसने 2018 राष्ट्रीय पात्रता एवं प्रवेश परीक्षा असक्षम लोगों के वर्ग में पास की है।,2.632
01-11453-01,sarvam,gramvaani,telephony,N/A,रेलवे में गेट मैन के लिए एक हज़ार चार सौ उनासी पदों के लिए करें अप्लाई ख़बर है पटना से पूर्व मध्य रेल ने एक हज़ार चार सौ उनासी पदों के लिए,"रेलवे में गेटमैन के लिए 1479 पदों के लिए करें अप्लाई। खबर है पटना से, पूर्व मध्य रेल ने 1479 पदों के लिए।",2.585
01-01599-03,sarvam,gramvaani,telephony,N/A,की बहुत सी तरह की बीमारियाँ जो उत्प्न्न होती हैं जो की किसान भाई लोग काफ़ी दुःख छूटे हुए हैं और ऐसे ही मतलब बहुत सारे किसान हैं लेकिन फिर भी ये उर्वरक हमेशा डालतें हैं और आज तक हमारी झारखण्ड सरकार हैं की कुछ,कि बहुत सी तरह की बीमारियाँ उत्पन्न होती हैं जो कि किसान भाई लोग काफी डूब चुके हुए हैं और ऐसे ही मतलब बहुत सारे किसान हैं लेकिन फिर भी ये उर्वरक हमेशा डालते हैं और आज तक हमारी झारखंड सरकार ऐसी,3.202
01-10772-03,sarvam,gramvaani,telephony,N/A,योजना लागू किए जाने पर आम लोगों ने सरकार व ज़िला प्रसाशन को बधाई भी दी और अब समाचार खेल से,योजना लागू किए जाने पर आम लोगों ने सरकार व जिला प्रशासन को बधाई भी दी और अब समाचार खेल से।,2.459
koramangala-quiet,whisper,self,quiet,Koramangala,haan bhai main koramangala mein rehta hoon kab aana hai,"हाँ भाई, मैंने कोरमांगला में रहता हूँ, क्या बाना है?",4.003
indranagar-quet,whisper,self,quiet,Indiranagar,mera ghar indiranagar mein hai 100 feet road ke paas,"मेरे गार इंद्रानगर में है, अंड्रट फीट रोड के पास।",2.754
whitefield-quiet,whisper,self,quiet,Whitefield,office whitefield mein hai roz ghanta bhar jaata hoon,"Office Whitefield में है, रोज गंटा बार जाता हूँ",1.908
electroniccity-quite,whisper,self,quiet,Electronic City,haan electronic city phase one mein kaam karta hoon,"हाँ, electronic CT phase 1 main कार्म करता हूँ",1.475
Marathahalli-quiet,whisper,self,quiet,Marathahalli,main marathahalli mein rehta hoon bridge ke paas wala area,"मैं इन मरतहली में रायता हूँ, ब्रिज के पास वाला एरिये।",2.666
Jayanagar-noisy,whisper,self,noisy,Jayanagar,jayanagar mein flat dhundh raha hoon koi option hai kya,"जयनागर में फ्लाज दून रहा हूँ, कोई आप्शन है क्या?",2.722
Rajajinagar-noisy,whisper,self,noisy,Rajajinagar,bhai rajajinagar se majestic kitna time lagta hai,बई राजाजी नगर से मैजस्टी कितना टाइम लागता है,2.532
Hebbal-noisy,whisper,self,noisy,Hebbal,main hebbal flyover ke paas hoon abhi traffic mein hoon,"मैं इन हेबल प्लायोर के पास हूँ अभी, ट्राफिक में हूँ",2.69
yelahanka-noisy,whisper,self,noisy,Yelahanka,yelahanka new town mein ek room chahiye budget kam hai,"एलाहन का न्यू टाउन में नेक रूम चाही है, बज़ेट काम है",2.725
banashankari-noisy,whisper,self,noisy,Banashankari,banashankari mein rehti hoon temple ke paas wala area,बनाशंगरी में रहते होन टेंपल के पास वाला एरिया,2.46
hsrlayout-rushed,whisper,self,rushed,HSR Layout,hsr layout second sector mein hoon jaldi batao,अरे अरे अरे अरे एचेसर ले और सेकिन सेक्टर में हो जल्डी जल्डी बाटो,23.061
btmlayout-rushed,whisper,self,rushed,BTM Layout,btm layout se silk board kitna door hai bhai jaldi,बीटीम लेवर के सिल्ग बोर्ड कितना डोर है बाई जलती,2.53
majestic-rushed,whisper,self,rushed,Majestic,majestic bus stand pe hoon bus nikal jaayegi,"यूजडिक बस्टेन पे हो हम, बस निकल जाईगे",2.242
silkboard-rushed,whisper,self,rushed,Silk Board,silk board junction pe jam hai late ho raha hoon,"सिल्बोर जंक्षन पे जाम है, लेट हो रहा न हो",2.244
bellandur-rushed,whisper,self,rushed,Bellandur,bellandur mein hoon cab book karo jaldi please,बेलंदर में होन्ड क्या बुक कर दो चल्दी प्लीज प्लीज प्लीज प्लीज प्लीज प्लीज,3.883
sarjapur-whisper,whisper,self,whisper,Sarjapur,sarjapur road pe ek pg dhundh raha hoon affordable chahiye,"सरजाबूर रोड पी एक पीजे दुन रहा हूँ, अफोडबल चाहिए।",3.12
bommanahalli-whisper,whisper,self,whisper,Bommanahalli,bommanahalli mein rehta hoon kaam ke liye apply karna tha,"मुमा एलिमेन रहता हूँ, काम के लिए अप्लेई करना था।",2.668
krpuram-whisper,whisper,self,whisper,KR Puram,kr puram station ke paas hoon koi job hai kya paas mein,"केपी भूम स्टेशन के पास हूँ, कोई जाव है इके अपास में",2.748
peenya-whisper,whisper,self,whisper,Peenya,peenya industrial area mein supervisor ka kaam chahiye,पिन या इंटरेस्ट्रिल एरिया में सुपरवेजर का क्याम चाहिए?,2.962
yeshwanthpur-whisper,whisper,self,whisper,Yeshwanthpur,yeshwanthpur se koi factory job milegi kya experience hai,यह श्रुन्तपूर्ज एक विफाक्री जाओ में लिंगे क्या एक्स्पिरियंस है?,3.453
01-04397-02,whisper,gramvaani,telephony,N/A,बेईमानी और भ्रस्टाचारी की वजह से जनप्रतिनिधि अधिकारी व बिचौलिए माला माल हो रहे हैं,देमानी और भ्रताचारी की वज़न से जर्ण पतिनी भी अधिकारी वो विचोईय माला माल हो रहे हैं।,4.115
01-01025-03,whisper,gramvaani,telephony,N/A,कि बच्चे लेने वालों की संख्या अब समय आ गया है इन बच्चों का जिम्मा सरकार ले और गर्भपात पर रोक लगा दे कौन जनता है,कि बच्चे लेने वालों की संख्या में अब समय आ गया है कि इन बच्चों का जिमा सरकार ले और गर्पात पर रूख लगा देते कौन जानता है,5.677
01-09868-01,whisper,gramvaani,telephony,N/A,नमस्कार आदाब श्रोताओं मैं श्वेता बिहार मोबाइल वाणी पर पेश करती हूँ शाम की सुर्खियाँ मानसून की बारिश से पानी,नमस्कार आदाप शोताओं मैं श्वेता बिहर मोबाइल वानी पर पेश करती हूँ शाम की सुर्खिया मानसुन की बारिज से पानी पड़ जाती है,5.609
01-08600-03,whisper,gramvaani,telephony,N/A,लगाने का विकल्प मिल सकता है श्रम मंत्रालय निवेश पर मौजूदा कैप को हटाने के लिए नीति बना रहा है ऐसा होने पर पीएफ खाता धारकों को ज्यादा रिटर्न पाने का मौका मिल सकता है,लगाने का विकल्प मिल सकता है श्रममंत्रालय निवेश्वर मौजूदा कैप को हटाने के लिए निति बना रहा है ऐसा होने पर पीएप खाताधारकों को ज्यादा रिटर्न पाने का मौका मिल सकता है,7.569
01-07995-03,whisper,gramvaani,telephony,N/A,मदिरा नशा जैसी सामाजिक बुराई ने आज हमारे समाज एंव राष्ट्र को एक बड़ी शराब ना केवल लाखों हँसते खेलते परिवारों को रोने पर मजबूर कर दिया,मदूरा अम्यशान के सिस्माचित दुआई ने हाल खमार घमार रमदार्थ को एक बरी फराबला के रलाकों ख़ित के पिदारों को रोने पर मल्बूर तहतिया,6.039
01-05263-01,whisper,gramvaani,telephony,N/A,में रहता है आजकल तो लड़की वाले दहेज़ के अलावा लड़की के लड़की के लिए दस से बीस हज़ार,आज कल तो लर्की वाले जैवेज शालावास लर्की के लिए दर्प लिस्वर चमूचा रहा है।,3.912
01-03411-01,whisper,gramvaani,telephony,N/A,राजू तिवारी आलोक कुमार के अलावे कई लोग उपस्थित थे इसी के साथ मैं शिवनारायण रिपोर्टर बोकारो मोबाइल मीडिया जरीडीह बोकारो से,राजु तिवारी आलोप कुमार के अलागे कई लोग उपस्थित चे इसी के साथ मैं स्रीम नरायन विपोधर बोकारो मोबाइल मेडिया जेरिटी बोकारो चे,6.131
02-16304-01,whisper,gramvaani,telephony,N/A,आज देखा जा रहा है की हमारे धान के खेत धान मरने की स्थिति में हो गए थी थी आज इस नए झारखण्ड में हमारी बारिश होने का,आज देखा जा रहा है कि हमारे धान के खेट धान मरने की सिती में हो गई थी आज एक नुनई जासन में हमारी बारिस पुनेशा,5.083
01-00703-03,whisper,gramvaani,telephony,N/A,गठित की है और जाँच चल रही है बावजूद की कोयला का अवैध उत्खनन एवं तस्करी बद्कसूर जारी है सीसीएल ढोरी प्रक्षेत्र के तारणी परियोजना स्थित,गजित की है और जात चल रही है बावजूर भी कोईला का वेद उठखाने में वो तस्तरी बद्धसूत जा रही है सिशल की धोई पर्चेत्र के तारवी परजिना इस्तित,6.564
01-00666-01,whisper,gramvaani,telephony,N/A,प्रतिभागियों को दिया मौके पर दर्जनों सदस्यों ने भाग लिया एवं प्रति पर अपने विचार लिखित रूप से जमा किया मैं राधू राय महुदा धनबाद से,"प्रति भाग लिया को दिया, मौके पर दर्जेनों सदैश्यों ने भाग लिया एबं पर्ति पर अपने विचार लिखित रूप से जिमा किया, तैस्वे मिरादुराई, मौराधनबाद से धन्यवाद.",7.372
01-01992-01,whisper,gramvaani,telephony,N/A,करोड़ों रुपया में मिला हुआ है वैसे भी किसी बच्ची के नाम पर दस हजार बीस हजार पच्चीस हजार तीस हजार रुपया तक बाकया हो जाता है,रुपया में जा हुआ है इसे कि इसी बद्धी का नाम पर सब्सक्राइब कर दो,3.275
01-04281-03,whisper,gramvaani,telephony,N/A,कोई विश्वासनीय खाका है जिसको आप जानते हैं हैं बिहार मोबाइल वाणी के लिए खजौली मधुबनी से रामाशीष सिंह धन्यवाद,कोई विश्वसी है खाका? है जिसको आप जानते हैं? है विहार मोबाल वानी पिले खड़ोली मरवनी के रामात पित्री मनवर,4.953
01-04493-02,whisper,gramvaani,telephony,N/A,नमस्कार मधुबनी मोबाइल वाणी के लिए मैं मधवापुर साहरघाट से राजकिशोर यादव मधवापुर प्रखंड के बलवा गाँव में ग्यारह हजार तार पुपरी की ओर जाने वाली सड़क पर आज सुबह गिर गया है ग्यारह हजार तार गिर जाने से,"अमस्कार मद्दुबानी मुभानवानी के लिए मन्दबापूर तारगार के राज की सोड़ागा मन्दबापूर तरकन के बलबा जाओंगी 11,000 तार उपरी चरोर जाने वाली तरक पर आज शुभा गिर रहा है 11,000 तार गिर रहा है से",8.824
01-08776-01,whisper,gramvaani,telephony,N/A,इस कार्य में काफ़ी संघर्ष का सामना करना पड़ा अब उन्होंने अर्पण नेचर सवेर ग्रुप बनाकर झी झील की दुबारा खूबसूरती लाने का भरसक प्रयास कर रहे हैं,इस कार्ज में कापिस संगर्ष का सामना करना पड़ा। अब उन्होंने अर्पन नेचर सेवर गुरूप बना कर जील की दुबारा खुशूर्ती लाने का वर्षक परियास कर रहे हैं।,7.016
01-10651-02,whisper,gramvaani,telephony,N/A,की वजह से जनता को परेशान होना पड़ेगा पुलिस मुख्यालय की पहल को नया नंबर अलोट करने का निर्णय लिया,की वज़र से जनता को परिशान होना पड़ेगा पुलिस मुख्याले की पहल को नया नंबर अलोट करने का निर्णय लिया,4.842
01-00622-03,whisper,gramvaani,telephony,N/A,जो भी है पहले का पंचायत भवन पुराना टुटल फुटल उसमें हमलोग बैठक चलाते हैं तो उसमे बरसात के सीजन में पानी घुस जाता है और धँसने वाला भी है है कहीं बैठक के समय धँस गया तो फिर लोगों की,जो भी है पहले कब पंचेत बवन पुरा ना चुटल चुटल उसमें हम लोग बैटिक चलाते हैं तो उसमें बच्चा का सिजे में पानी गुप जाता है और दस नहीं कहवाला भी है तो यह बैटे समय दस जाएगा तो फिर लोगों की,8.641
01-10039-03,whisper,gramvaani,telephony,N/A,ये खुल गया प्राइस बैंड चार सौ अठारह से चार सौ बाईस रूपए और मिनिमम लोट साइज़ इज़ पैंतीस शेयर रखा गया है आई पी ओ दस अगस्ट तक खुला रहेगा,लिए खुल गया प्राइस बैंक 418 से 422 रुपए और मिनिमम लॉट साइज 35 शेयर रखा गया है आईपीओ 10 अगस्त तक खुला रहेगा,5.302
01-03999-01,whisper,gramvaani,telephony,N/A,की सर्विस लगा पर रोक लगा कर रख दिया गया है पैदल चलने वाले यात्रियों को बहुत दिक्कत होती हैं साथ ही दो पहिये वाहन तथा चार पहिये वाहन के गुजरने में भारी दिक्कतें होती है,"प्रश्निक रुपट लगाकर रख दिया गया है पाइटल चलने वाले याथ्रियों को भी दिक्कते होती है जाथी तो पहिये वहान, पचा चार पहिये वहान के पच जर्मे में आरी दिक्कते होती है",17.384
02-12587-02,whisper,gramvaani,telephony,N/A,से जिससे हमारा जीवन प्रभावित होती है होती है और आज भी हम एक ऐसे ही मुद्दे के साथ हाज़िर है आपके सामने,जिससे हमारा जीवन प्रभावित होती है और आज भी हम एक ऐसे ही मुद्दे के साथ हाजिर हैं आपके सामने,4.369
01-11496-02,whisper,gramvaani,telephony,N/A,अंत में समाचार खेल जगत से एशियाई खेल अंकिता के कांस्य के बाद भारत,पर उसमें समझार खेल जगत से इस याएं खेल अंकीता के कांशे के बाद भारत,23.005
02-12399-02,whisper,gramvaani,telephony,N/A,नमस्कार आदाब श्रोताओं देश के कौन कौन से किसान मज़दूर यूनियन काफ़ी संख्या में इकठ्ठा होकर सरकार से अपनी माँगों को लेकर दिल्ली के पार्लियामेंट स्ट्रीट में धरना,"नमस्कार, आदाब सरोता हूँ, देश के कौन-कौन से किसान मजदूर यूनियन, काफी संक्या में इगठा होकर सरकार से अपनी मांगो को लेकर, दिल्ली के पारलिया में टिस्टेट में धरना पर पादेंगे,",37.656
01-09796-02,whisper,gramvaani,telephony,N/A,का एलान भारत और इंग्लैंड के बीच नौ अगस्त से लॉर्ड्स में खेले जाने वाले वाले दूसरे टेस्ट मैच के लिए गयी है एक वेस्टर्न टेस्ट में इंग्लैंड ने भारत को इकतीस रन,विश्वाद का एलान भारत व इंग्लैंड के बीचनाओं गच्च लॉट में खेले जाने वाले वाले दूसरे टेस्ट में के लिए में दिगई है एडवेस्टन टेस्ट में इंग्लैंड ने भारत को एक दिसरांत,7.998
01-07562-01,whisper,gramvaani,telephony,N/A,आवश्यक है है किन्तु नियोजित शिक्षको की मामले में न्यूनतम वेतन अठारह हजार लागू नहीं किया गया है जिसके लिए,"अवस्थक है, लेकिन नियोजित सिच्छकों की मामली में नियोंतम वेतन अथ्थारा हजार लागू नहीं किया गया है, जिसके लिए",5.092
01-04320-03,whisper,gramvaani,telephony,N/A,मुंगेर नगर निगम की बदहाली व्यवस्था के कारण शहर वासियों को शुद्ध पेय जल नहीं मिल रहा है नगर निगम के साथ संचालित कस्तुरबा वॉटर वर्क्स,मुंज़ नगर निगम की बदहाली बवस्था के कारण सहारबास्थों को सुद पेजल नहीं मिल रहा है नगर निगम के कारण 47 वाटर वर्ग से,5.63
01-08017-03,whisper,gramvaani,telephony,N/A,के बेहतरीन महिला को एक पारदर्शी महिला को पंचायत में इनका आ आरक्षण मिले और उसका विकास हो आने वाले दिन में,और तेहत्री महला को एक पादर्शी महला को पंचात में इसका आश्रम ले और इसका अधिकात हो।,3.94
01-10457-02,whisper,gramvaani,telephony,N/A,इस देश के कई भाग से हैं जहाँ सिंचाई सुविधा के आभाव मैं बारिश पर निर्भर रहते हैं अगर बारिश समय पर नहीं हुए तो सारा फसल बर्बाद अब ऐसे मैं किसान करे तो क्या करे,इस देश के कई भाग ऐसे हैं जहां अधिकान सिचाय सुविधा के अभाव में खेली बारिस पर निर्भर रहते हैं और अगर बारिस समय पर नहीं हुई तो सारा फसल बरबाद अब ऐसे में किसान करे तो क्या करे,8.045
02-14905-01,whisper,gramvaani,telephony,N/A,श्री पावन भगत अशोक केसरी पवन केसरी विजय मिश्रा उदय लाहाकर प्रवीन मिश्रा मंटू भगत सहित गणेश मंदिर समिति के सभी सदस्य मौजुद वही बताते चले की मोबाइल वाणी के द्वारा ही,पवन भगत आशोक केशरी पवन केशरी मिजय मिश्रा उदय लाकार परविन मिश्रा मंतु भगत सहित गनिश मंद्र समिति के सभी सदस्य मदुष वहीं बताते चले कि मोबाइल वानी के द्वारा ही,7.516
02-17467-01,whisper,gramvaani,telephony,N/A,मोबाइल वाणी के बेहद लोकप्रिय और ख़ास कार्यक्रम खबरें जरा हट के में आपका स्वागत है,मोबाइल वानी के बिहत दुख प्रिये और खास कारिकरम खबरे जरा हटके में आपका स्वागत है,3.92
01-00097-03,whisper,gramvaani,telephony,N/A,इस मध्य प्रदेश मोबाइल वाणी के सभी सुनने वाले श्रोताओं को और मेरे मित्रों को सभी को हार्दिक हार्दिक शुभकामनाएं धन्यवाद नमस्कार,इस मंद प्रदेश मुझे बाद के सली सुनने वाले सुरुताओं को और मेरे मित्रों को तभी को हार्षिक हार्षिक सुप्ताओं ले धन्यवाद नवस्कार,5.907
02-13426-02,whisper,gramvaani,telephony,N/A,आँगनबाड़ी सहायिकाओं को पन्द्रह सौ रूपए के स्थान पर बाईस सौ सौ पचास रूपए मिलेंगे और अब ख़बर खेल जगत से कुछ देर में शुरू होगा पाँचवें दिन दिन का खेल शाख बचाने को उतरेगी टीम इंडिया ख़बर है नई दिल्ली से,आंगन बारी साइकाओ को 1500 रुपए के अस्थान पर 250 रुपए मिलेंगे और अब खबर खेल जगत से कुछ देर में शुरू होगा पांचवे दिन के विदिन का खेल साग बचाने उत्रे की टीम इंडिया खबर है नई दिली से,8.588
02-14654-01,whisper,gramvaani,telephony,N/A,याद है की मनरेगा में लंबित मजदूरी भुगतान नहीं होने के सम्बन्ध में शिकायतें प्राप्त हो रही थी राज्य शासन द्वारा शिकायतों के निराकरण के लिए ग्राम पंचायतों में कलस्टर,ज्याद है कि मन्रिगा में लंबित मजदूरी भुक्ता नहीं होने के सम्मन्द में शिकायते प्राप्त हो रही थी राज शासन द्वारा शिकायतों की निराकरण के लिए ग्राम पंचायतों में कलस्टर विश्वान,8.064
01-03123-03,whisper,gramvaani,telephony,N/A,फ़िलहाल जारी अधिकतम तापमान का ट्रेंड गेहूं और दलहन का  यदि तापमान का रुख ऐसा ही जारी रहा,प्रिजाल जारी अधिक्तम तापमान का ट्रेंट जिहू और दलन की प्रत्मान का रुप ऐसा ही जारी रहा,4.272
02-12354-02,whisper,gramvaani,telephony,N/A,तिलका मांझी भागलपुर विश्वविद्यालय प्रशासन ने बी ए फर्स्ट इयर दो हज़ार सतरह उन्नीस का परीक्षा कार्यक्रम घोषित कर दिया है परीक्षा दूसरी पाली में दो बजे,तिलका मानी भागर पूल इस जाले प्रसासन ने जीज और सियर 2017-19 का परिछा टारिकरम गोशित कर दिया है।,4.331
01-07629-02,whisper,gramvaani,telephony,N/A,और पछताना नहीं पड़ता है बहुत से ऐसे गाँव के विद्यार्थी को मैंने देखा है की कई,और प्रस्ताना में ही पड़ता है बहुत शायद बहुत इजात्र को मैंने देखा है कि परीज,3.824
01-06461-03,whisper,gramvaani,telephony,N/A,मुंगेर प्रखंड क्षेत्र में बिजली के लिए हाहाकार मचा हुआ है चौबीस घंटे में से मात्र आठ से बारह घंटे तक भी बिजली नहीं मिलती है,"मुंगे शक्रण छत्र में देवी के लिए आकार मिचा हुआ है, 24 गंटे मेंचे माथ्रा 8-12 गंटे तक भी दूली नहीं मिलती है।",5.073
13-00159-01,whisper,gramvaani,telephony,N/A,विरोधियों के बीच होने वाले इस मैच की तारीख से नाराज़ है बी सी सी ज है बी सी सी आई ने एशिया कप के कार्यक्रम में भारत और पाकिस्तान के मैच की मैच की तारीख पर आपत्ति जताई है,प्रदियों के बीच होने वाले इस मैच की तारीग से नाराज है BCCI ने एशिया कप के कारिकरम में भारत और पाकिस्तान की मैच की तारीग पर आपती जताई है,6.26
01-03050-02,whisper,gramvaani,telephony,N/A,मैं राजीव कुमार ठाकुर जिला मुंगेर मुंगेर की आवाज़ से बाबा धरमदास मंदिर के निर्माण समिति द्वारा संकल्प दिवस का आयोजन,मैं राजीतुम अठाकुर जिला मुंगेर मुंगेर की अवाज से बावा ध्रंदात मंदिल निर्मान समिती द्वारातंकल दिवत का आयोजन,5.445
01-04208-01,whisper,gramvaani,telephony,N/A,एक राज्य की छवि छवि खराब करने की ही और दूसरी राज्य को अपने शिक्षा व्यवस्था को ज्यादा गंभीरता से लेने के लिए बाध्य करने की करने की बिहार बोर्ड की परीक्षा में अभिभावकों द्वारा खुलेआम नकल कराने की तस्वीर दुनिया भर में चर्चित हुई थी,एक राजी की खरीख करेंगे और दूसरी राजी को अपनी सिक्षा विवसा को ज्यादा गर्विता से लेने के लिए बाद करने की करने की पिहार बोट की परिचा में अगर आपको दोरा खुले आम नकल कराने के एक तक्रिप दुनिया फर्में जैकित हुई थी,9.57
02-21289-01,whisper,gramvaani,telephony,N/A,डेढ़ साल पहले ही हम शादी के बंधन में बंधे है इस घर के इकलौते बेटे होने के नाते बचपन से ही सबके लाड प्यार ने इन्हे बिगाड़ रखा है रखा है सुबह से शाम ये अपने काम पर रहते है,देट साल पहले ही हम शादी के बंधन में बंधे हैं इस घर के एकलोते बेटे होने के नाते बच्पन से ही सबके लाट प्यार ने इन्हें बिगार रखा है सोबा से शाम ये अपने काम पर रहते हैं,7.448
02-13499-02,whisper,gramvaani,telephony,N/A,मोदी सरकार ने आशा कार्यकर्ताओं का भत्ता दो गुना किया प्रधानमंत्री बीमा भी मुफ्त मिलेगा,मोधी सरकार ने आशा कारे करताओं का भत्ता दोगना किया प्रधान मंत्री बीमा भी मुफ्त मिलेगा,4.042
01-06401-03,whisper,gramvaani,telephony,N/A,लगभग तीन तीन सौ की आबादी वाले बरवाडीह गाँव ना एक कुआँ ना तालाब है नहाने के लिए यहाँ के लोगो को करीब डेढ़ किलोमीटर की दूरी तय कर,लगबग तीन सो की आवादी वाले परवादी ना एक कुआना सालाब है। नहाने के लिए यहां के लोगों को करीद देड़ किलो मेटर की दूरी सहे कर।,5.912
01-02125-02,whisper,gramvaani,telephony,N/A,नमस्कार श्रोता मित्रों मेट्रिक की परीक्षा की शुरुआत शांतिपूर्ण तैतालिस परीक्षार्थी अनुपस्थित रहे मैं जेएम रंगीला कोऑर्डिनेटर बोकारो से झारखण्ड मोबाइल वाणी,"नमस्कार शुरूता मित्रों, मैच्छी की परिछा की शुरुआत साम्तिक होने सेतालिब परिछाते अनुपत्वित रहे, मैं जियम रजीला कोडिनेटर बुकारोश शुरूता साम्तिक जारकन मोबाइल वानी",7.806
01-01990-01,whisper,gramvaani,telephony,N/A,लेकिन वहाँ पर नीचे उतारने का भी अभी तक कोई रास्ता नहीं गया है वहाँ पर बहुत झाड़ झुड़ रहता है इसलिए मैं ग्राम वाणी के द्वारा सरकार से अनुरोध करना चाहता हूँ,"लेकिन उस महाचाल नीचे उठाने का अगुत अपने रास्ता नहीं दिया है, वहाँ पर बहुत शार जोड़ आता है, इसलिए मैं जराम वानी के दुआरा सरकार से अनुवोट करना चाहता हूँ।",7.298
01-07043-02,whisper,gramvaani,telephony,N/A,पुनः एक बार सहायता की की जाए धन्य धन्यवाद,कि पुना है एक बार इस सहता की जाए थाने बाद,2.235
01-02028-02,whisper,gramvaani,telephony,N/A,उम्मीदवार होगी जिसे आम जन सामाजिक कार्यकर्ता कम और और राजनीती के रूप में अधिक जानेंगे इसमें कोई शक नहीं मैं राधू राय,उन्हें द्वार होगी जिसे आम जन समाधी कार्यकर्तक कम और राजनीतिक के रूप में अधिक जानेंगे इसमें कोई तक नहीं स्थित्र मिराद हो रहा है,5.763
01-06650-01,whisper,gramvaani,telephony,N/A,डालडा जो होता है उसमे आलू का मिश्रण मिश्रण हो रहा है तेल भी आज कल दोस्तों कोई खास ऑरिजनल नहीं आ रहा है तो आप और आपके परिवार प्लस आप आपके व्यवहारी,डाल्टा जो होता है उसमें आलू का मिश्रू का मिश्रून हो रहा है तेल भी आज काल दोखतों कोई खास औरिजिनल नहीं आ रहा है तो आप और आपके परिवार प्लस आपके व्यवहारी,7.306
02-16456-01,whisper,gramvaani,telephony,N/A,है एक वरिष्ट सरकारी अधिकारी ने बताया कि ये योजनायें सरकारी हो सकती हैं पेंशन बीमा और भविष्य निधि के क्षेत्रों में निजी खिलाडियों का संचालन कर सकती है,"एक वरिश सरकारी अधिकारी ने बताया की ये योजनाई सरकारी हो सकती है पेंसन, बीमा और भविशे नीदी के छेतरों में नीजी खिलाडियों का संचालन कर सकती है",6.391
